alpha,beta,theta_c,eta1,eta2
0.8814906810655426,0.8165280725858849,65.32312751808372,1.7856671527323225,0.05876178621520457
0.6106925900801585,0.24107696824612182,33.82539692004487,1.23469818177503,0.024862974957598784
0.45562472925590314,0.3878570616250555,73.77872635802385,1.7677762245126227,0.05710394424087879
0.7270299250457374,0.1099143062258156,67.57984799255162,1.8891589273606844,0.08413036196438319
0.6385550274928814,0.21241590128416254,22.177735764851477,2.2019207381109966,0.08393646627496115
0.7232165458081389,0.254472294432995,23.726122197313643,1.7003687289452079,0.06466187275903626
0.43217046801627224,0.15948128960144142,74.80517506983232,1.92454725359811,0.06570048594494463
0.8871551568004594,0.43370322771058967,71.11389632077221,1.7763045304710172,0.0703725215115124
0.7735133154449754,0.18961283325859324,50.24285885876573,1.5333333097292938,0.07249446354302821
0.782931351761147,0.26071309991178626,50.38160264623281,1.6292083141282743,0.05966387412496783
0.4156233177924664,0.19118284666747098,63.41792576453536,1.0549803627564431,0.11671085592174678
0.3539360457406511,0.8725732971905733,66.37493276538423,2.4299996189083366,0.051163842846889976
0.713818284729997,0.284161822985734,49.636303444093436,1.8654573157078875,0.11717022596905674
0.8270098401337859,0.1092659927009606,46.76311418783685,2.8113347462457092,0.09525877923678003
0.7661424736997484,0.10006761393318374,39.21369515911563,1.4526997287798933,0.03423864876098219
0.46528590090666033,0.4478937936696906,68.92038965443474,1.5805962602933468,0.06744949825763634
0.28687027823590605,0.9453696269496793,7.625578990604322,1.521701360580197,0.11381098760685358
0.8368631631428475,0.14760048166576323,30.20111017793161,2.9011439934445358,0.07451645470330456
0.6719966781345961,0.3793168139814944,19.510611427230774,1.7501100885885532,0.0558788506915628
0.8416020715711182,0.603197388720189,56.91478585770446,0.9881667221795496,0.12566484686673976
0.459367883612687,0.7314946489268997,62.09443051017706,2.254099846210039,0.09876401718706755
0.31571175034972876,0.32403592379557616,69.91300385484953,1.4508785599224279,0.05229228548065447
0.2302388491017635,0.4716036413850361,37.266522169257634,1.757434861834664,0.12650982365034605
0.7449586703206627,0.6585086229595761,60.39544061036766,1.1587039817022953,0.024141295984687054
0.3453204255766361,0.3756885167775793,14.899572688158589,2.921708678516225,0.06789140509447882
0.4775440530389339,0.17253162671414546,26.511703060488205,2.476757624077318,0.09094408183610159
0.5402553714201148,0.22113126607519962,70.26153357990685,2.081547020109852,0.10719783813949023
0.868794413253241,0.34877645450630557,70.60619098005252,1.5529162931366263,0.07839055593125016
0.7523122033096912,0.1330457480403095,43.78044820313897,2.1970315174600206,0.04687211623309284
0.5194907023222227,0.6890788118955002,57.70516479687594,1.9968758091805427,0.08529078776739593
0.36861893327872086,0.3389364113251083,57.34628299182036,2.1007481950849725,0.11099748811699205
0.703633104188863,0.11588151451552675,61.0964366063432,1.285285312054223,0.10917725354402175
0.5856417646916204,0.9297143425018594,59.41942393565635,1.5699370336304388,0.07908933990330515
0.2714163628456493,0.7663446238255066,20.28366181975294,2.3179502676851533,0.0891999545024947
0.28969080479617615,0.2000985612696213,64.37413830272594,0.6204892643259656,0.10416731504797079
0.7477968984691822,0.29042482314472573,74.42300969439023,1.3903489900513095,0.08819684197079451
0.23675219310965123,0.10534673595240518,38.46644778575167,0.9380097363242235,0.08304714110891288
0.8579083735987224,0.6479339568988134,35.39673001718848,1.1827221886768915,0.09270368634876731
0.14619269105409946,0.9845257586592329,44.49663206463173,2.2750847230138236,0.03510634299132133
0.8913522513970749,0.1016865524081426,65.70385975227441,1.958282500978617,0.13848458032590236
0.4991292796485082,0.11929877377921622,55.84103802853843,0.8719698192547914,0.12070151768777403
0.6556734647816083,0.2045173274560291,65.89797026233961,1.82822311559132,0.1058110242124074
0.6892223386015088,0.1536744216318517,58.999262066725194,2.394846322006597,0.12362758474080329
0.485213189107671,0.35129716575423153,60.61966044940694,1.7458225475773999,0.08047403450136456
0.6603124133544991,0.6851802369504166,68.58946128233056,1.9851317566860818,0.08514214345889053
0.5743742053513885,0.2734593742356551,54.37479101484042,1.7534235075749347,0.06252236919507881
0.5918078987539995,0.5151969879427397,56.23484721209436,2.697022636768025,0.11925760399048878
0.4885785567406863,0.5062621008811766,61.4125011734157,2.5856493969207306,0.1426379299499405
0.3987256948379351,0.5843552272591913,55.32323641564845,1.0677230738577168,0.06221340991605838
0.8487154175218999,0.3600839612257152,53.405393499387266,1.3577122900155945,0.02811198981864213
0.818984058700044,0.10284268854606007,63.73619231258624,1.7619531728433429,0.13866378077194064
0.5047266467138803,0.45580085299026774,48.11885874991293,1.2683907792451827,0.0917081133945354
0.7587135722203407,0.7207045246402752,71.50987840226792,1.114994070121396,0.08703762405940405
0.7718753013655607,0.8423962441691907,43.2296981638325,1.9084519663680104,0.07273620886072467
0.38918954655048865,0.967283189141831,31.815005450734414,2.03676154426185,0.08568102793909539
0.5275674300143035,0.18389957880732943,46.927824929199275,1.6584306202229855,0.14086658320172563
0.1526328126967233,0.14203084259635906,36.20401505221764,2.33352179777049,0.09077879730838384
0.7391993139611021,0.3042841643073722,23.11103917615226,1.0079004538191747,0.0604257921497522
0.8057639473315573,0.8571510505542801,62.868335142412086,1.7516325495268608,0.08752118093988887
0.597384134094183,0.526241783749693,34.685741626261795,2.1404754763224108,0.14496553073271182
0.5184586594290058,0.4819503760666074,58.23518027329434,2.4654361284615485,0.046541516245315676
0.5603918408831604,0.8007395136497004,29.566974208763902,1.4876727546937452,0.101894289024559
0.8729462983953878,0.8875732242172587,51.99073114014994,0.7303975753646619,0.03190052954304662
0.6787514888777615,0.16564241869022786,41.79822441748725,1.3263542107141453,0.07607769639532666
0.6685403223451001,0.46453218816006026,46.16052441373881,1.3815098090443896,0.13102605708685078
0.33188661093726546,0.4025447789792118,15.712477541087837,2.734143066774516,0.09631492940356542
0.2564837873241833,0.14019980353212136,72.48729387642356,1.8070628074452348,0.041015325992967734
0.6251487174644655,0.11306985172418292,68.23533103285652,1.4258027271454399,0.043140841608907896
0.6422268567205409,0.10630213541331415,59.69338858341594,1.1042502029420418,0.07085372155384488
0.30633889272863085,0.310133055785533,27.427847125632475,1.1990918811561393,0.14900272616089524
